State,Temperature,Electricity_Price,UrbanRural_Classification,date,Time,Peak_Electricity_Demand,City
West Bengal,40.64243349,8.459067359,Urban,24-05-2021,09:34,23942.82,Siliguri
Telangana,28.72429431,8.55926801,Urban,24-01-2020,17:27,18237.84,Unknown
Gujarat,26.54147075,8.853996159,Rural,12-12-2020,00:53,40354.38,Vadodara
Uttar Pradesh,44.9353952,8.981116715,Urban,01-10-2019,00:31,60675.06,Lucknow
Tamil Nadu,26.89588591,5.879657407,Rural,11-02-2022,14:57,47302.84,Coimbatore
Madhya Pradesh,21.80466088,8.66277117,Urban,10-07-2023,03:29,65944.98,Jabalpur
Delhi,41.38222143,5.421540815,Urban,18-07-2023,19:19,52262.03,Unknown
Karnataka,14.36737183,3.367626147,Rural,02-01-2023,19:06,16479.45,Mangalore
Madhya Pradesh,8.901039612,7.825362705,Urban,27-04-2022,10:54,24119.97,Gwalior
Uttar Pradesh,30.36360137,4.392715928,Rural,16-01-2019,04:09,1784.16,Agra
Telangana,8.833985351,6.160304436,Urban,30-10-2023,06:47,57759.3,Unknown
Madhya Pradesh,19.92594148,4.147085794,Urban,14-03-2019,04:56,11148.88,Indore
Delhi,21.94309542,5.740753906,Urban,02-02-2020,13:11,61807.94,Unknown
Madhya Pradesh,26.90152268,9.194064095,Urban,17-04-2022,02:59,19495.51,Bhopal
Tamil Nadu,44.66638183,7.292065232,Urban,05-10-2022,11:51,20883.89,Madurai
Telangana,13.83926893,4.036973728,Urban,27-11-2019,12:52,3537.5,Unknown
Madhya Pradesh,20.03025514,8.078508111,Rural,31-08-2020,21:02,20449.85,Indore
Delhi,10.28960498,8.934904174,Urban,15-04-2022,18:15,51215.89,Unknown
Delhi,29.30454104,4.164748225,Urban,14-10-2022,00:13,2271.71,Unknown
Madhya Pradesh,34.10692729,8.208676219,Urban,03-01-2022,14:07,27607.73,Gwalior
Gujarat,24.28307293,6.843875859,Urban,21-04-2022,12:50,2285.16,Surat
Karnataka,14.83325073,7.229846815,Urban,11-08-2021,19:14,22820.67,Bengaluru
Rajasthan,29.83553077,9.573174304,Urban,25-11-2022,14:53,10068.96,Kota
West Bengal,26.56630893,3.255925027,Urban,13-06-2019,23:58,16466.48,Kolkata
Telangana,11.84742894,7.471526656,Urban,01-07-2019,04:32,64067.91,Unknown
Rajasthan,21.22727602,3.570447942,Rural,24-09-2020,09:04,32973.41,Jodhpur
Uttar Pradesh,22.40788367,8.527103374,Rural,15-06-2019,21:51,19039.27,Kanpur
Uttar Pradesh,44.30471015,9.272935856,Rural,13-12-2023,14:41,34557.94,Agra
Delhi,38.97143329,3.605708297,Urban,22-09-2022,19:04,11017.7,Unknown
Uttar Pradesh,34.37483153,3.180875787,Rural,15-07-2023,19:08,17428.55,Kanpur
Gujarat,40.55108102,9.689681008,Urban,27-02-2020,18:03,31986.86,Rajkot
Karnataka,34.41937623,9.485685052,Urban,24-08-2021,21:06,18002.32,Bengaluru
Uttar Pradesh,41.13607421,9.466231826,Rural,30-07-2020,18:54,47865.48,Varanasi
Tamil Nadu,7.182124595,9.577796105,Urban,13-09-2019,23:55,34578.65,Madurai
Karnataka,23.24264837,6.500678434,Urban,22-04-2023,17:55,53566.74,Mysuru
Gujarat,34.87593341,9.838297247,Urban,30-08-2021,14:53,55983.41,Vadodara
Rajasthan,28.33183186,9.246187405,Rural,30-10-2021,04:17,7381.6,Jaipur
Karnataka,12.00664657,3.683642373,Urban,08-02-2021,02:24,23471.05,Mysuru
Karnataka,18.61968346,8.688963195,Urban,25-11-2020,17:04,19383.59,Bengaluru
Rajasthan,17.710975,7.987109301,Urban,30-05-2022,14:56,10182.77,Jaipur
Gujarat,15.45387653,3.938686042,Urban,14-02-2021,03:04,57373.85,Vadodara
Uttar Pradesh,18.72542214,8.165460955,Urban,17-01-2022,11:33,53877.22,Agra
Delhi,25.59413154,6.394458741,Rural,21-06-2021,16:17,31365.14,Unknown
Telangana,39.19476099,8.976767216,Urban,08-04-2020,23:15,38425.19,Unknown
Rajasthan,34.6813065,8.731578593,Rural,02-08-2020,20:56,4948.62,Jodhpur
Rajasthan,38.40998816,9.596315774,Urban,10-12-2019,02:41,38130.24,Udaipur
Rajasthan,40.34414978,3.526953825,Urban,12-03-2022,04:55,47263.34,Jaipur
Rajasthan,21.64601824,7.971717749,Rural,16-08-2019,16:29,34962.98,Jaipur
Telangana,18.84105136,5.63951034,Rural,08-07-2022,23:51,16712.78,Unknown
Telangana,7.304935267,8.431955548,Rural,06-04-2019,01:06,38465.22,Unknown
Uttar Pradesh,42.21966488,7.217936774,Urban,16-05-2019,23:24,22242.81,Agra
Madhya Pradesh,7.632920718,6.469064322,Urban,09-06-2019,21:46,32520.65,Jabalpur
Madhya Pradesh,34.64542061,3.029642398,Urban,03-08-2022,20:36,31584.65,Bhopal
Maharashtra,20.12433218,7.250181772,Urban,15-03-2022,04:25,28342.89,Mumbai
Rajasthan,42.95123098,5.942662609,Urban,19-03-2022,10:09,41200.95,Jodhpur
Rajasthan,21.78408084,5.327691523,Urban,21-02-2022,17:30,61426.33,Jodhpur
Karnataka,37.66433405,9.921392519,Rural,27-12-2020,18:44,1042.21,Bengaluru
Madhya Pradesh,16.30619329,7.902564838,Urban,18-07-2022,00:40,53174.64,Bhopal
Uttar Pradesh,16.96354869,6.779193444,Urban,14-11-2019,16:15,37930.33,Agra
Delhi,28.8207764,9.081058346,Urban,12-05-2023,03:45,46705.81,Unknown
Maharashtra,44.91930535,4.589687693,Urban,02-09-2022,23:25,53373.51,Nashik
Maharashtra,25.70289672,7.339354392,Urban,28-03-2021,13:14,33132.07,Pune
Uttar Pradesh,42.45234546,9.026471229,Urban,05-02-2023,23:33,50320.7,Lucknow
Delhi,36.44999313,3.865099377,Urban,03-07-2023,05:44,12799.09,Unknown
Karnataka,36.83457257,4.652623666,Urban,18-01-2023,17:22,9349.77,Bengaluru
Telangana,22.43839957,3.578425449,Urban,06-12-2020,02:31,47444.56,Unknown
West Bengal,20.46169001,9.947103863,Urban,21-01-2023,04:19,55740.38,Kolkata
Madhya Pradesh,12.67687232,7.066389732,Urban,05-01-2020,21:04,60520.33,Gwalior
Rajasthan,43.55765068,6.426400501,Rural,08-09-2022,23:06,38465.83,Kota
Uttar Pradesh,43.3757445,5.369046344,Rural,04-06-2021,23:09,36343.04,Agra
Madhya Pradesh,34.88270937,6.146151256,Rural,09-04-2021,18:12,23815.92,Jabalpur
Rajasthan,16.85009799,8.430999455,Urban,19-09-2022,18:11,63187.9,Jaipur
West Bengal,14.80718161,9.417024615,Urban,12-06-2019,04:09,21991.17,Durgapur
West Bengal,44.5444097,3.734616401,Urban,06-03-2021,04:20,47886.11,Durgapur
Telangana,7.661712604,5.097405972,Urban,17-12-2023,09:37,39112.91,Unknown
Gujarat,38.74257169,4.323896492,Urban,07-12-2023,17:00,39781.67,Surat
West Bengal,19.21832002,6.048400792,Rural,08-10-2023,08:53,28701.84,Asansol
Madhya Pradesh,21.75478879,6.713389072,Urban,06-04-2022,04:45,68553.52,Gwalior
Tamil Nadu,38.27910595,8.048959725,Urban,06-12-2019,09:08,36406.83,Coimbatore
Tamil Nadu,8.62412064,9.129607303,Urban,20-03-2023,11:57,55930.81,Coimbatore
Rajasthan,19.16678714,6.794908618,Urban,10-08-2021,00:47,1105.61,Jodhpur
Rajasthan,43.08097109,6.421380114,Urban,09-04-2019,23:15,41265.53,Udaipur
Gujarat,32.96263651,7.030270474,Urban,25-12-2019,16:13,42878.8,Surat
Tamil Nadu,35.19756659,9.218871428,Urban,11-08-2023,15:16,48961.3,Coimbatore
Rajasthan,35.30021204,7.539821558,Urban,01-10-2020,13:56,64431.29,Kota
West Bengal,7.422803327,8.51160684,Rural,17-03-2022,02:48,891.17,Kolkata
Rajasthan,13.12830373,8.036453127,Urban,20-11-2019,15:38,700.62,Udaipur
Maharashtra,24.65053024,9.464560958,Urban,25-09-2021,09:52,28610.73,Nagpur
Gujarat,19.7260093,8.718562747,Urban,05-09-2019,14:43,2230.28,Rajkot
Uttar Pradesh,21.43649173,5.388429142,Rural,05-11-2020,12:55,69100.41,Agra
Delhi,36.25789515,8.980580219,Urban,07-11-2021,23:34,13096.4,Unknown
Karnataka,5.587169403,6.272121291,Urban,19-08-2022,07:40,28880.66,Mysuru
Delhi,31.41967705,8.930558724,Urban,12-06-2021,05:40,5085.1,Unknown
Delhi,5.004409272,9.340223164,Urban,23-10-2021,11:07,32626.13,Unknown
Telangana,7.522341023,7.796885831,Urban,25-11-2019,12:04,28753.57,Unknown
Uttar Pradesh,21.33144479,8.03218154,Urban,08-06-2021,07:09,4044.03,Varanasi
Rajasthan,38.63794079,3.987758598,Urban,01-06-2019,16:21,20631.31,Jodhpur
Telangana,10.79983062,5.266914765,Urban,08-04-2019,05:43,22189.49,Unknown
Delhi,27.18485637,6.904127467,Urban,19-10-2022,14:36,68411.79,Unknown
Maharashtra,32.14020907,3.024606016,Rural,03-07-2019,01:10,13815.91,Pune
Karnataka,14.18131537,8.930945375,Urban,24-06-2023,08:59,31320.18,Bengaluru
Delhi,25.49321021,5.586356654,Urban,21-06-2020,08:53,68282.09,Unknown
Tamil Nadu,41.45629133,8.063788023,Urban,24-12-2019,02:57,44170.57,Chennai
Uttar Pradesh,25.48914101,8.38508336,Rural,09-03-2021,05:04,71928.52,Kanpur
Uttar Pradesh,11.29292247,6.836581356,Urban,26-07-2023,19:22,55959.86,Varanasi
Uttar Pradesh,30.11257187,8.531585752,Urban,19-05-2019,08:55,28464.91,Varanasi
Gujarat,28.6880072,7.776854869,Urban,20-03-2021,05:27,40925.01,Vadodara
Gujarat,6.078190392,5.518911758,Urban,13-04-2021,09:20,8855.57,Ahmedabad
West Bengal,8.62377623,8.713092193,Rural,28-10-2019,04:49,30763.85,Kolkata
Madhya Pradesh,11.27125421,7.452388222,Rural,10-11-2022,12:33,57598.16,Jabalpur
Karnataka,10.4515631,4.121433213,Urban,31-12-2021,15:42,32123.63,Mangalore
Telangana,15.37863082,8.409768786,Rural,21-05-2022,01:51,43558.49,Unknown
Rajasthan,23.16421293,7.733309089,Urban,24-03-2022,17:55,44665.42,Jaipur
Delhi,19.86865192,4.992556777,Rural,27-05-2019,00:28,16859.75,Unknown
Madhya Pradesh,40.62599566,8.893846904,Urban,19-05-2020,03:17,57910.27,Indore
Rajasthan,29.48437638,5.618052637,Urban,19-01-2022,02:56,31465.67,Jaipur
Telangana,40.045774,6.869175037,Rural,26-09-2023,18:58,13116.04,Unknown
Madhya Pradesh,26.081573,5.402117245,Urban,27-05-2023,14:06,64117.04,Jabalpur
Rajasthan,8.594818828,8.07056836,Urban,22-10-2021,16:23,24738.57,Jaipur
Maharashtra,23.53149796,7.068205179,Urban,22-12-2023,12:43,55943.57,Pune
Gujarat,37.88130187,6.2920515,Urban,14-03-2021,11:05,30554.58,Vadodara
Telangana,12.76415069,3.142235972,Urban,26-08-2020,23:00,25076.96,Unknown
Karnataka,8.64857115,7.250292005,Rural,07-05-2021,14:21,50060.18,Mysuru
Tamil Nadu,18.17738953,7.356464906,Urban,09-12-2023,22:10,37661.7,Madurai
Maharashtra,20.55591323,4.26864748,Urban,24-07-2020,02:00,26343.26,Nagpur
Gujarat,17.25030706,5.326164401,Urban,24-09-2022,20:53,7549.97,Vadodara
Uttar Pradesh,10.40963142,9.151515377,Urban,22-06-2022,22:55,56745.13,Varanasi
Gujarat,15.03359439,6.844160316,Rural,17-04-2021,12:43,3142.45,Vadodara
Madhya Pradesh,32.29129618,6.045557938,Urban,12-08-2022,02:32,59410.11,Indore
West Bengal,20.43714065,9.55173217,Rural,17-05-2019,04:14,26255.48,Durgapur
Maharashtra,30.30197778,8.683618583,Urban,23-05-2020,04:45,38576.2,Nashik
Uttar Pradesh,26.4521512,3.682303935,Rural,01-11-2019,23:04,62015.4,Lucknow
Madhya Pradesh,26.96211759,9.0124916,Urban,04-01-2023,03:11,10685.27,Indore
Telangana,14.94198232,4.048148924,Urban,25-07-2020,13:16,35644.94,Unknown
Karnataka,25.86172131,4.223616348,Rural,14-06-2023,09:45,49627.44,Mysuru
Gujarat,5.943788555,3.527432826,Urban,18-07-2020,06:27,46569.98,Vadodara
Telangana,22.26974969,6.369457655,Urban,29-12-2022,18:27,30675.27,Unknown
Uttar Pradesh,27.90491293,7.512825214,Rural,11-04-2022,11:06,37254.51,Agra
Madhya Pradesh,12.27982485,8.276008227,Rural,07-03-2021,03:27,43401.05,Indore
West Bengal,15.26234025,3.187076859,Urban,03-11-2022,08:55,57855.28,Siliguri
Gujarat,13.78124079,4.245029307,Urban,13-07-2019,02:23,52129.21,Surat
Karnataka,7.822318211,7.348558847,Urban,07-08-2020,07:20,26678.77,Hubli
West Bengal,18.91429285,6.67908464,Urban,11-09-2023,04:31,69368.03,Durgapur
Rajasthan,44.15863066,3.359477304,Urban,08-07-2019,07:22,24666.84,Jodhpur
Madhya Pradesh,19.15521626,9.547869591,Urban,23-06-2019,06:25,2487.28,Bhopal
Telangana,23.42146487,8.30957277,Urban,08-08-2021,23:42,26660.88,Unknown
Gujarat,31.12349004,5.511574132,Urban,01-03-2021,00:41,8718.09,Surat
Gujarat,30.93991005,6.754788414,Urban,04-10-2022,17:40,8688.47,Vadodara
Uttar Pradesh,42.9957992,5.619792002,Urban,02-04-2023,01:03,21515.84,Varanasi
Karnataka,39.30256562,6.187025072,Urban,01-06-2020,15:39,4125.31,Bengaluru
Tamil Nadu,36.75802748,7.173289033,Urban,23-02-2019,14:44,50562.39,Salem
Rajasthan,43.06508903,5.789271913,Urban,13-05-2021,20:13,4716.95,Udaipur
West Bengal,14.23061542,7.34502471,Urban,02-12-2021,01:38,12426.34,Asansol
Maharashtra,29.68216778,6.256027716,Urban,20-05-2023,01:49,6507.27,Pune
Maharashtra,40.48787067,7.6008269,Urban,25-05-2020,11:08,4837.8,Pune
Gujarat,29.96552633,4.835550627,Urban,15-10-2020,16:00,19619.54,Surat
Uttar Pradesh,44.09681898,4.198344717,Rural,22-05-2020,01:41,43078.24,Agra
Delhi,9.014108556,3.095075936,Rural,22-07-2019,12:34,60582.26,Unknown
Gujarat,22.57322011,7.21386097,Urban,26-01-2019,14:52,49055.54,Ahmedabad
Maharashtra,44.09451632,9.865468438,Urban,01-06-2020,15:17,62299.95,Pune
Maharashtra,20.18272114,5.94271105,Urban,01-05-2022,08:20,12364.67,Nagpur
Rajasthan,34.582255,4.488396995,Urban,23-12-2020,12:33,16055.29,Jaipur
Telangana,6.216116043,3.091762516,Rural,14-10-2023,20:35,5557.05,Unknown
Delhi,32.79348459,6.589487603,Urban,01-08-2021,02:45,54527.79,Unknown
Gujarat,42.3850693,9.948932241,Rural,18-06-2023,02:12,5570.57,Vadodara
Rajasthan,20.30825141,9.886427473,Rural,22-10-2020,04:18,36469.08,Kota
Uttar Pradesh,5.851993517,3.709469833,Urban,15-02-2021,13:07,15605.84,Varanasi
Rajasthan,6.116392176,8.714849153,Urban,04-12-2020,14:42,18694.02,Kota
Gujarat,40.68093223,4.21324391,Urban,09-11-2020,15:12,67640.41,Surat
Madhya Pradesh,33.90064428,8.665460579,Rural,15-12-2021,01:01,47955.44,Indore
Tamil Nadu,9.267455369,8.974845092,Rural,16-10-2020,04:28,50825.11,Madurai
Gujarat,7.183611082,3.054139603,Urban,05-09-2022,14:11,40120.61,Vadodara
Karnataka,37.19301454,4.660829661,Rural,01-05-2020,11:21,52201.88,Bengaluru
Maharashtra,37.39442531,3.395861734,Urban,04-08-2023,05:47,37925.88,Pune
Delhi,9.820873592,6.492367378,Urban,25-12-2023,20:15,62101.16,Unknown
Delhi,17.06081616,3.187013361,Urban,12-02-2020,19:46,17542.26,Unknown
Telangana,36.20104258,7.382596667,Urban,03-11-2021,09:42,40504.04,Unknown
Tamil Nadu,26.01648284,6.908308544,Urban,28-09-2021,00:41,39762.82,Madurai
Karnataka,43.26339443,5.655752122,Urban,15-01-2020,02:06,27171.97,Hubli
Maharashtra,24.24250581,6.232612211,Urban,31-03-2023,00:44,53441.28,Nagpur
Delhi,32.0783175,9.930664853,Rural,27-02-2019,22:30,53905.04,Unknown
Karnataka,25.39133463,4.173568341,Urban,30-06-2021,11:48,28702.14,Hubli
Rajasthan,42.71861983,8.11726567,Urban,15-03-2019,21:21,29228.33,Kota
Telangana,20.94636368,7.517167847,Urban,05-07-2019,12:49,34525.37,Unknown
Gujarat,14.19185821,7.645890737,Urban,17-08-2019,12:15,50972.54,Rajkot
Gujarat,18.06535441,5.419999836,Rural,09-05-2021,23:16,45799.24,Vadodara
Madhya Pradesh,39.11100817,4.515292552,Urban,17-06-2019,03:25,3649.06,Indore
Maharashtra,24.91754254,7.555760913,Rural,28-03-2020,03:46,40687.96,Mumbai
Karnataka,19.17009214,9.389072577,Urban,10-05-2019,21:06,1694.69,Bengaluru
West Bengal,26.77040087,9.831912392,Urban,01-11-2021,04:24,53582.26,Kolkata
Delhi,10.32918829,6.366371445,Urban,03-02-2019,14:55,18852.33,Unknown
Uttar Pradesh,5.214372185,5.979281565,Rural,12-07-2023,05:06,30033.28,Kanpur
Uttar Pradesh,16.22338735,5.442596359,Rural,29-08-2021,12:47,59472.43,Lucknow
Gujarat,29.20022879,8.669827568,Urban,08-10-2021,15:34,3682.63,Surat
West Bengal,33.46723079,4.78779603,Urban,05-01-2021,00:53,10143.85,Kolkata
Uttar Pradesh,38.06443865,6.591191674,Urban,20-06-2019,16:42,23190.69,Kanpur
Tamil Nadu,42.06654238,5.415380709,Urban,08-02-2023,17:00,16412.96,Coimbatore
Tamil Nadu,21.48449388,9.129905797,Urban,20-07-2021,20:57,23392.08,Madurai
Maharashtra,34.62067198,4.978719122,Urban,02-10-2022,01:58,62365.87,Nagpur
West Bengal,7.986917208,7.80541464,Rural,02-03-2023,02:51,61225.43,Asansol
Tamil Nadu,7.301199951,7.121239486,Rural,07-06-2021,23:16,49071.47,Coimbatore
Tamil Nadu,9.991919679,5.298597622,Urban,12-11-2021,03:47,57268.57,Coimbatore
Gujarat,22.94276391,4.783471655,Urban,06-05-2022,06:54,25515.88,Rajkot
Uttar Pradesh,13.45125754,8.6265181,Urban,20-08-2020,19:24,18677.81,Lucknow
Maharashtra,16.47699768,6.573506166,Urban,28-01-2020,22:51,14514.2,Nashik
Karnataka,30.91520694,7.280242275,Urban,16-04-2021,10:54,54637.32,Mysuru
Rajasthan,19.34088715,9.734614295,Rural,28-02-2020,00:26,48800.72,Jaipur
Delhi,27.29486231,5.7861149,Urban,09-05-2019,13:17,13912.53,Unknown
Delhi,21.49615027,8.699952788,Rural,09-04-2021,00:24,28305.08,Unknown
Telangana,11.75877022,7.471340152,Urban,13-09-2020,22:00,36276.35,Unknown
Rajasthan,7.96079961,7.154743077,Rural,07-08-2020,05:49,31238.84,Kota
Rajasthan,14.44925981,3.381929976,Urban,01-01-2019,07:17,61612.69,Udaipur
Delhi,7.30801878,9.386505144,Urban,05-11-2021,10:07,24249.56,Unknown
Delhi,29.7444784,4.600198814,Urban,07-11-2023,17:48,57336.38,Unknown
Karnataka,36.82870406,6.312317107,Urban,20-11-2019,18:17,31584.35,Bengaluru
West Bengal,18.58963073,8.264093185,Urban,19-05-2022,07:22,55610.76,Asansol
West Bengal,20.48444221,6.656263733,Urban,27-07-2020,14:50,53560.56,Kolkata
Karnataka,37.64764251,3.030354076,Urban,03-08-2019,17:53,57610.35,Hubli
Uttar Pradesh,13.90451649,9.643265816,Urban,01-03-2019,16:29,4289.61,Lucknow
Rajasthan,9.766410608,3.143395762,Urban,29-05-2019,09:52,13358.56,Jaipur
Madhya Pradesh,25.04472469,3.629387122,Rural,21-12-2019,09:04,30019.63,Indore
Rajasthan,30.84760678,4.568928229,Urban,07-06-2023,18:55,24505.21,Jaipur
Telangana,28.986177,7.192720976,Rural,21-10-2022,17:38,44282.91,Unknown
Delhi,33.55492181,9.797961356,Urban,31-07-2022,22:05,60236.15,Unknown
Rajasthan,7.270047287,9.458610062,Urban,02-08-2021,19:58,7142.93,Kota
Delhi,22.12806451,7.559354399,Urban,25-10-2022,13:50,32617.8,Unknown
Rajasthan,14.54282096,8.191816988,Urban,22-03-2019,02:26,14244.84,Udaipur
Telangana,35.36485038,7.983177147,Urban,21-08-2021,14:14,57942.19,Unknown
Uttar Pradesh,39.90921936,7.80863144,Rural,25-03-2023,04:52,58831.1,Agra
Madhya Pradesh,16.25342963,8.686762686,Rural,20-11-2023,21:20,32790.96,Gwalior
Tamil Nadu,8.808723163,5.37922744,Rural,28-04-2020,04:16,6864.41,Coimbatore
Karnataka,15.13711848,4.547849626,Urban,07-08-2020,23:10,47026.14,Mysuru
Karnataka,9.160339562,5.433525357,Urban,22-12-2022,07:29,48739.03,Hubli
Madhya Pradesh,17.89688664,3.340226495,Urban,05-10-2021,13:58,20153.07,Indore
Rajasthan,26.52794313,9.76925493,Urban,27-02-2019,20:43,50553.44,Jodhpur
Tamil Nadu,43.94723818,8.176533832,Urban,11-01-2022,01:08,53816.56,Coimbatore
Telangana,20.97481017,4.494034561,Rural,03-06-2020,06:23,32645.07,Unknown
West Bengal,13.80159695,4.790534626,Urban,21-04-2023,00:39,32140.47,Durgapur
Rajasthan,11.67206961,9.948259374,Urban,07-07-2023,11:39,22814.81,Kota
Uttar Pradesh,11.92159065,8.376751089,Urban,01-06-2022,11:38,35776.58,Agra
Delhi,12.70390733,5.979615594,Urban,23-04-2019,15:47,25817.74,Unknown
Maharashtra,35.4906809,4.446554424,Rural,23-05-2022,00:58,18494.47,Nashik
Rajasthan,7.441108457,3.282997157,Rural,14-06-2020,19:24,5640.76,Udaipur
Maharashtra,44.89610828,7.685188321,Rural,23-05-2020,01:40,17016.66,Nashik
Rajasthan,25.90745565,8.459847271,Rural,05-09-2019,10:53,12825.33,Jaipur
Madhya Pradesh,26.77087577,3.754215442,Rural,25-11-2020,03:53,39612.48,Jabalpur
Maharashtra,19.30255515,3.016728986,Urban,16-05-2020,09:29,38095.48,Mumbai
Rajasthan,32.61021438,5.501977148,Urban,24-03-2020,16:33,37790.49,Udaipur
Karnataka,23.85825364,7.672138044,Urban,05-06-2019,00:56,23321.08,Bengaluru
Maharashtra,18.1624514,9.466572173,Rural,30-08-2022,09:55,26712.48,Pune
Rajasthan,15.60553615,9.156755872,Urban,20-09-2019,18:10,51268.59,Udaipur
West Bengal,42.02604828,7.819686369,Rural,05-09-2023,21:55,33002.91,Durgapur
Delhi,16.6395806,8.698364934,Rural,29-08-2023,15:58,60055.81,Unknown
West Bengal,22.45573038,5.491046099,Urban,31-10-2020,23:33,29626.79,Asansol
Tamil Nadu,19.01365608,4.715733057,Urban,26-05-2023,22:22,36780.35,Chennai
Rajasthan,8.447153097,3.869486594,Urban,18-08-2019,18:47,3521.27,Kota
Gujarat,12.43737578,4.271424996,Rural,18-06-2021,22:39,41476.09,Rajkot
Uttar Pradesh,12.58007901,9.740515013,Rural,07-02-2021,21:28,62892.87,Kanpur
West Bengal,32.74598058,9.509701844,Urban,21-10-2019,11:57,58982.05,Kolkata
Maharashtra,21.2634164,3.328434464,Urban,19-11-2021,21:21,68100.36,Nagpur
Madhya Pradesh,36.27870252,6.28958504,Urban,06-05-2019,03:58,17390.85,Gwalior
Uttar Pradesh,33.35803697,5.613328392,Urban,08-09-2020,08:40,33351.51,Agra
Gujarat,12.68199066,7.562476003,Rural,31-08-2021,04:28,25625.69,Ahmedabad
Telangana,27.5166768,5.298788416,Rural,09-09-2021,22:57,34720.45,Unknown
Rajasthan,34.71635384,4.964266992,Urban,15-06-2022,16:18,9646.36,Jodhpur
Madhya Pradesh,30.32171694,8.664195172,Urban,24-05-2019,01:20,50151.93,Gwalior
Rajasthan,29.00066032,9.629808046,Urban,21-06-2021,19:09,63929.05,Kota
Tamil Nadu,34.5844355,4.419570084,Urban,27-09-2023,16:50,25178.26,Chennai
Gujarat,7.27122957,4.647065856,Rural,17-04-2020,22:06,19028.21,Rajkot
Rajasthan,34.25687789,5.933816092,Urban,02-12-2019,07:26,9352.4,Kota
Maharashtra,15.90621053,7.944122293,Urban,29-04-2020,10:29,44740.25,Nashik
Tamil Nadu,27.87489018,4.169437904,Urban,21-09-2023,02:37,21143.11,Salem
Karnataka,14.69219979,6.275533608,Urban,07-06-2022,03:48,55780.44,Bengaluru
Telangana,38.55270289,8.885942057,Rural,13-04-2020,08:22,41066.48,Unknown
Gujarat,24.22237417,4.638466338,Rural,25-10-2021,19:09,45230.47,Ahmedabad
Delhi,30.71764848,3.333629416,Urban,21-10-2023,03:58,40834.11,Unknown
Madhya Pradesh,36.76328174,9.347792639,Urban,16-12-2021,12:09,3255.59,Indore
West Bengal,40.8126102,8.512721328,Rural,21-01-2022,19:29,53113.97,Asansol
Rajasthan,34.28248388,7.89165231,Rural,11-06-2020,00:48,46083.2,Udaipur
Madhya Pradesh,10.95074305,3.611311638,Urban,25-12-2023,20:37,61633.45,Jabalpur
Madhya Pradesh,39.18129478,9.295333238,Urban,09-10-2022,12:36,35785.15,Jabalpur
Delhi,29.74311663,5.136858424,Urban,11-01-2019,21:08,44342.69,Unknown
Delhi,29.37799034,4.480438497,Urban,19-07-2022,07:14,3775.78,Unknown
Tamil Nadu,41.85362239,6.41249159,Urban,03-07-2020,22:28,42437.48,Madurai
Gujarat,14.95326223,9.459597043,Urban,29-06-2023,14:24,50240.86,Vadodara
Maharashtra,14.58350474,9.961880807,Urban,04-07-2022,23:36,46109.76,Pune
Telangana,25.52774219,7.298761662,Urban,18-12-2023,03:10,49463.15,Unknown
Delhi,35.03452266,9.688557779,Urban,31-01-2020,13:54,16601.12,Unknown
Delhi,22.88962833,6.173340303,Urban,13-05-2019,00:36,65181.37,Unknown
West Bengal,30.3556556,3.207655119,Rural,06-12-2023,11:22,56666.77,Durgapur
Karnataka,23.10098897,4.929561313,Urban,19-09-2022,12:17,5596.08,Mysuru
Delhi,29.41548722,5.112792097,Urban,03-02-2020,16:28,64709.98,Unknown
Karnataka,37.8904921,8.478953045,Urban,23-06-2019,04:17,21012.11,Hubli
Tamil Nadu,12.21906784,3.86971014,Urban,07-04-2023,15:04,46793.43,Salem
Maharashtra,32.81514136,4.224330426,Urban,14-04-2023,21:29,20012.66,Mumbai
Madhya Pradesh,36.49702957,7.29988727,Rural,05-01-2019,16:59,66994.27,Gwalior
Delhi,22.8844563,3.914301096,Urban,12-08-2022,19:05,7573.66,Unknown
Rajasthan,17.92934308,6.468616811,Rural,06-05-2021,03:30,27897.94,Jodhpur
Karnataka,5.541772957,3.24546612,Urban,23-01-2019,18:38,27429.26,Hubli
West Bengal,36.88420089,7.682163501,Urban,19-08-2023,21:19,20517.85,Siliguri
Telangana,18.11754636,9.3586134,Rural,30-11-2019,06:24,44389.35,Unknown
West Bengal,19.29237878,9.124285257,Urban,17-06-2019,05:30,8290.06,Kolkata
Delhi,18.44024652,3.515325184,Urban,01-06-2021,00:17,48074.87,Unknown
Gujarat,24.94957323,7.137027973,Urban,27-04-2019,09:07,71856.44,Ahmedabad
Madhya Pradesh,33.09998293,3.726882324,Urban,22-06-2020,12:40,57226.98,Gwalior
Maharashtra,35.87452524,3.374669825,Urban,04-10-2020,13:53,63253.09,Pune
Rajasthan,20.70282882,7.272695173,Rural,31-10-2022,14:19,27295.67,Jaipur
Gujarat,31.5240814,7.007210227,Urban,13-06-2019,18:09,18310.85,Surat
West Bengal,33.82737001,3.656847681,Rural,29-04-2020,18:33,35203.18,Durgapur
Karnataka,16.87669327,5.519005384,Rural,28-08-2022,21:31,3496.16,Bengaluru
Karnataka,8.864858781,5.216566293,Urban,17-10-2023,15:49,68291.56,Hubli
Gujarat,40.78662883,5.397247278,Rural,05-02-2019,14:04,9146.37,Vadodara
Karnataka,32.08463887,5.332334327,Urban,07-11-2023,01:26,67455.74,Mysuru
